model,submodel,quality,type,stop,diagnosis,fix-scrapping
1000,0.02,4,B,9471,9565,0
1000,0.02,1,A,3839,4612,0
1000,0.02,1,A,823,1503,0
1000,0.02,1,B,114,1123,0
1000,0.02,0,B,153,1497,0
1000,0.02,2,A,3603,3860,0
1000,0.02,4,B,14312,14373,0
1000,0.02,2,B,777,1116,0
1000,0.02,3,A,552,923,0
1000,0.02,3,B,3500,3646,1
1000,0.02,5,B,4324,4356,1
1000,0.02,0,A,252,1656,0
1000,0.02,1,B,1963,2613,0
1000,0.02,4,A,1552,1690,1
1000,0.02,3,A,51,222,0
1000,0.02,1,A,155,1212,0
1000,0.02,3,A,1366,1563,0
1000,0.02,3,B,5405,5594,0
1000,0.02,5,A,15923,15948,0
1000,0.02,1,A,1235,1854,0
1000,0.02,1,B,4213,4747,0
1000,0.02,1,B,968,1520,0
1000,0.02,1,B,872,1314,0
1000,0.02,2,A,2082,2500,0
1000,0.02,0,B,253,1456,0
1000,0.02,2,B,4519,4824,0
1000,0.02,3,B,2952,3059,1
1000,0.02,3,B,13678,13969,0
1000,0.02,4,A,8332,8453,1
1000,0.02,5,B,16203,16240,0
1000,0.02,3,A,9159,9321,0
1000,0.02,1,B,625,1076,0
1000,0.02,4,B,1105,1202,0
1000,0.02,3,B,14950,15198,0
1000,0.02,0,A,862,1643,0
1000,0.02,1,B,146,1080,0
1000,0.02,3,A,1147,1440,0
1000,0.02,0,B,382,1749,0
1000,0.02,1,A,812,1849,0
1000,0.02,1,B,150,1057,0
1000,0.02,0,A,402,1612,0
1000,0.02,0,A,113,992,0
1000,0.02,1,B,227,587,0
1000,0.02,4,A,722,859,1
1000,0.02,0,A,1,1053,0
1000,0.02,5,B,7046,7106,1
1000,0.02,0,B,408,1872,0
1000,0.02,2,B,228,808,0
1000,0.02,2,B,1156,1722,0
1000,0.02,5,A,8801,8866,1
1000,0.02,4,A,61,177,0
1000,0.02,4,A,2031,2153,0
1000,0.02,5,A,17666,17708,1
1000,0.02,3,B,3942,4196,0
1000,0.02,0,A,64,730,0
1000,0.02,2,B,796,1082,0
1000,0.02,4,B,2246,2308,0
1000,0.02,0,A,73,1741,0
1000,0.02,0,A,601,2124,0
1000,0.02,1,A,99,1275,0
1000,0.02,1,B,982,1678,0
1000,0.02,3,A,861,1171,0
1000,0.02,3,A,2786,3073,0
1000,0.02,3,B,2930,3214,1
1000,0.02,3,B,305,503,1
1000,0.02,0,A,429,1165,0
1000,0.02,1,B,1392,1912,0
1000,0.02,2,A,2100,2499,0
1000,0.02,3,A,1538,1887,1
1000,0.02,2,A,1066,1402,0
1000,0.02,3,A,111,512,0
1000,0.02,0,B,191,1984,0
1000,0.02,2,A,1204,1880,0
1000,0.02,4,B,203,261,0
1000,0.02,4,B,95,156,0
1000,0.02,0,B,213,1726,0
1000,0.02,0,B,295,1885,0
1000,0.02,1,A,954,1664,0
1000,0.02,0,A,342,1504,0
1000,0.02,0,B,2633,4027,0
1000,0.02,2,B,302,743,1
1000,0.02,1,B,816,1678,1
1000,0.02,0,A,967,1770,0
1000,0.02,2,B,704,904,0
1000,0.02,5,A,4558,4589,0
1000,0.02,2,A,2851,3105,0
1000,0.02,4,B,8432,8507,0
1000,0.02,0,A,678,1417,0
1000,0.02,5,B,16805,16832,1
1000,0.02,3,A,7963,8129,1
1000,0.02,4,B,14166,14276,0
1000,0.02,4,A,3685,3823,0
1000,0.02,2,B,1173,1508,0
1000,0.02,0,B,175,1610,0
1000,0.02,1,A,797,1736,0
1000,0.02,5,B,8960,8995,1
1000,0.02,0,A,166,1167,0
1000,0.02,4,A,2930,3049,0
1000,0.02,0,B,337,1043,0
1000,0.02,5,A,15946,15996,0
1000,0.02,4,A,532,594,0
1000,0.02,0,B,543,2019,0
1000,0.02,5,B,11344,11396,1
1000,0.02,2,A,1936,2327,0
1000,0.02,3,A,1667,2103,0
1000,0.02,2,A,2,640,0
1000,0.02,1,A,188,884,0
1000,0.02,2,B,1152,1672,0
1000,0.02,3,B,4721,4923,0
1000,0.02,4,A,6491,6542,0
1000,0.02,0,B,563,2191,0
1000,0.02,4,B,14039,14089,1
1000,0.02,2,A,627,965,0
1000,0.02,1,B,2877,3855,0
1000,0.02,5,B,5275,5348,1
1000,0.02,5,A,3712,3738,0
1000,0.02,0,B,300,1608,0
1000,0.02,0,A,380,1598,0
1000,0.02,4,B,3010,3098,1
1000,0.02,5,B,4281,4316,1
1000,0.02,4,B,3322,3393,0
1000,0.02,1,B,26,669,0
1000,0.02,1,B,1461,2102,0
1000,0.02,3,A,1195,1368,1
1000,0.02,2,A,243,854,0
1000,0.02,4,B,489,537,0
1000,0.02,0,A,543,1676,1
1000,0.02,1,A,199,1058,1
1000,0.02,3,A,3771,4165,0
1000,0.02,0,B,147,1766,0
1000,0.02,0,A,1039,2373,0
1000,0.02,2,B,3155,3436,1
1000,0.02,2,B,463,756,0
1000,0.02,5,B,7314,7373,0
1000,0.02,0,A,730,1653,0
1000,0.02,3,B,1263,1548,1
1000,0.02,0,A,156,1568,0
1000,0.02,0,A,574,2126,0
1000,0.02,4,A,1542,1656,0
1000,0.02,5,B,11778,11850,0
1000,0.02,4,B,2951,3055,1
1000,0.02,3,A,803,1216,1
1000,0.02,5,B,15992,16057,0
1000,0.02,0,B,471,2039,0
1000,0.02,0,A,181,929,0
1000,0.02,5,B,22190,22235,0
1000,0.02,4,A,6105,6180,0
1000,0.02,3,A,4287,4734,0
1000,0.02,4,B,9265,9316,1
1000,0.02,1,B,197,1090,0
1000,0.02,1,A,78,718,0
1000,0.02,1,A,848,1902,0
1000,0.02,1,A,653,1428,0
1000,0.02,4,B,2796,2862,1
1000,0.02,2,A,211,597,0
1000,0.02,1,A,445,1592,0
1000,0.02,2,B,3526,3923,0
1000,0.02,0,A,1679,3415,0
1000,0.02,2,A,393,898,0
1000,0.02,0,B,260,1430,0
1000,0.02,4,B,16976,17017,0
1000,0.02,2,B,1365,1773,0
1000,0.02,2,A,340,880,1
1000,0.02,3,A,1241,1674,0
1000,0.02,5,B,5400,5462,1
1000,0.02,5,B,14479,14514,1
1000,0.02,2,A,4941,5312,0
1000,0.02,1,A,707,1131,0
1000,0.02,3,A,3226,3386,0
1000,0.02,5,B,15464,15510,0
1000,0.02,2,A,25,723,0
1000,0.02,3,A,8850,9258,0
1000,0.02,0,A,135,1502,0
1000,0.02,3,A,2154,2530,0
1000,0.02,4,A,287,357,0
1000,0.02,0,B,365,969,0
1000,0.02,2,B,1043,1455,1
1000,0.02,5,B,5498,5539,1
1000,0.02,2,B,5089,5581,0
1000,0.02,4,B,475,577,0
1000,0.02,3,B,5443,5683,1
1000,0.02,4,A,658,750,0
1000,0.02,4,A,4887,4962,1
1000,0.02,0,A,674,1322,0
1000,0.02,1,B,616,1655,0
1000,0.02,5,B,909,941,0
1000,0.02,4,B,1765,1825,1
1000,0.02,5,B,784,810,1
1000,0.02,0,B,897,2549,0
1000,0.02,5,A,7397,7448,0
1000,0.02,0,B,1387,3141,0
1000,0.02,2,A,1944,2583,0
1000,0.02,2,A,1627,2232,0
1000,0.02,1,A,185,1302,0
1000,0.02,5,B,8386,8452,1
1000,0.02,5,A,2694,2737,1
1000,0.02,3,B,2894,3040,0
1000,0.02,3,A,502,950,0
1000,0.02,3,A,3574,3945,0
1000,0.02,0,A,421,1537,0
1000,0.02,4,B,21636,21744,0
1000,0.02,3,A,122,501,0
1000,0.02,2,A,1434,2017,0
1000,0.02,2,A,935,1361,0
1000,0.02,5,B,2757,2824,1
1000,0.02,5,A,3879,3928,0
1000,0.02,1,B,86,486,0
1000,0.02,3,A,418,692,0
1000,0.02,4,A,5529,5657,0
1000,0.02,1,A,1788,2908,0
1000,0.02,5,A,8156,8198,1
1000,0.02,2,B,7118,7350,0
1000,0.02,4,B,831,939,0
1000,0.02,3,A,6224,6549,0
1000,0.02,1,B,2174,3113,0
1000,0.02,4,B,4400,4496,0
1000,0.02,2,A,814,1473,0
1000,0.02,4,A,10172,10264,0
1000,0.02,5,B,9033,9100,0
1000,0.02,1,A,1210,2168,0
1000,0.02,3,A,1220,1444,0
1000,0.02,2,B,286,520,0
1000,0.02,3,A,1227,1588,0
1000,0.02,3,B,1646,1746,1
1000,0.02,2,A,851,1277,0
1000,0.02,4,B,6811,6867,0
1000,0.02,5,B,7704,7765,1
1000,0.02,2,B,2871,3107,0
1000,0.02,4,A,1050,1126,0
1000,0.02,5,A,10688,10736,0
1000,0.02,0,B,19,893,0
1000,0.02,0,B,397,1694,0
1000,0.02,3,B,1036,1222,0
1000,0.02,5,A,19309,19337,1
1000,0.02,5,A,41293,41366,1
1000,0.02,5,A,543,584,0
1000,0.02,5,B,25805,25863,0
1000,0.02,2,B,6932,7288,1
1000,0.02,3,A,923,1083,0
1000,0.02,0,B,821,2592,0
1000,0.02,4,B,7248,7304,1
1000,0.02,2,A,73,570,0
1000,0.02,2,B,746,1156,0
1000,0.02,0,B,1651,3262,0
1000,0.02,5,A,11606,11646,0
1000,0.02,5,A,9729,9794,1
1000,0.02,0,B,679,1892,0
1000,0.02,3,B,13195,13459,0
1000,0.02,5,B,27285,27312,0
1000,0.02,4,A,7446,7505,1
1000,0.02,0,B,1209,2873,0
1000,0.02,1,B,852,1714,0
1000,0.02,2,B,1336,1768,0
1000,0.02,4,A,2397,2525,1
1000,0.02,1,B,386,1239,0
1000,0.02,2,A,1955,2659,0
1000,0.02,2,A,220,881,0
1000,0.02,1,B,486,1147,0
1000,0.02,2,B,1767,2192,0
1000,0.02,1,B,171,836,0
1000,0.02,4,A,1813,1945,0
1000,0.02,1,B,2670,3622,0
1000,0.02,5,A,11208,11281,0
1000,0.02,5,A,15608,15675,1
1000,0.02,4,B,2175,2217,0
1000,0.02,5,A,1785,1852,0
1000,0.02,1,B,246,953,0
1000,0.02,3,A,3841,4040,0
1000,0.02,4,A,12010,12087,0
1000,0.02,5,B,8561,8609,0
1000,0.02,1,A,495,1478,0
1000,0.02,3,A,2264,2546,0
1000,0.02,2,A,645,1335,0
1000,0.02,5,A,13976,14016,1
1000,0.02,4,B,8472,8535,0
1000,0.02,1,A,2245,2845,0
1000,0.02,3,B,1233,1358,0
1000,0.02,1,B,1592,2431,0
1000,0.02,2,B,305,559,0
1000,0.02,1,B,3161,4108,0
1000,0.02,4,A,7408,7487,0
1000,0.02,1,B,3960,4901,0
1000,0.02,0,A,240,1324,0
1000,0.02,4,B,357,433,1
1000,0.02,0,A,113,1268,0
1000,0.02,3,A,3099,3435,0
1000,0.02,0,B,23,1046,0
1000,0.02,1,A,1904,2366,0
1000,0.02,0,A,273,1872,0
1000,0.02,0,A,397,1145,0
1000,0.02,1,B,1980,2457,0
1000,0.02,3,B,159,448,1
1000,0.02,1,B,1624,1977,0
1000,0.02,5,B,8184,8257,0
1000,0.02,2,A,133,502,0
1000,0.02,2,A,350,1026,0
1000,0.02,3,B,6190,6450,0
1000,0.02,3,B,3766,3971,0
1000,0.02,1,B,2104,2947,0
1000,0.02,0,B,1370,2295,0
1000,0.02,2,B,2103,2475,0
1000,0.02,3,A,5961,6264,0
1000,0.02,5,B,10115,10157,1
1000,0.02,5,A,6087,6148,0
1000,0.02,2,A,1757,2427,0
1000,0.02,0,A,1078,2803,0
1000,0.02,3,B,4957,5133,0
1000,0.02,4,A,252,401,0
1000,0.02,5,B,1951,2009,1
1000,0.02,4,A,5184,5239,0
1000,0.02,2,A,77,456,0
1000,0.02,5,A,11100,11151,0
1000,0.02,0,B,523,2177,0
1000,0.02,2,A,2402,3003,0
1000,0.02,1,A,1170,2139,0
1000,0.02,2,B,5207,5624,0
1000,0.02,2,B,4013,4429,0
1000,0.02,4,A,565,685,0
1000,0.02,3,A,3489,3760,0
1000,0.02,2,B,5830,6328,0
1000,0.02,4,A,10206,10279,0
1000,0.02,4,B,8099,8172,1
1000,0.02,5,B,23581,23650,1
1000,0.02,1,B,334,1266,0
1000,0.02,0,B,784,1941,0
1000,0.02,5,A,15326,15362,1
1000,0.02,4,A,1657,1760,0
1000,0.02,0,B,519,1754,0
1000,0.02,1,A,1867,2766,0
1000,0.02,5,B,8854,8906,1
1000,0.02,4,B,11167,11229,0
1000,0.02,1,A,833,1312,0
1000,0.02,3,A,1559,1860,0
1000,0.02,3,A,7566,7816,1
1000,0.02,3,B,4154,4397,0
1000,0.02,3,A,3134,3318,0
1000,0.02,2,A,2268,2744,0
1000,0.02,5,B,4450,4486,0
1000,0.02,0,A,258,1581,0
1000,0.02,5,A,5834,5865,1
1000,0.02,5,A,13503,13543,1
1000,0.02,4,A,1682,1734,1
1000,0.02,5,A,2335,2363,0
1000,0.02,1,B,1732,2622,0
1000,0.02,1,B,43,602,0
1000,0.02,4,B,10660,10728,1
1000,0.02,1,B,1678,2031,0
1000,0.02,1,A,31,800,0
1000,0.02,1,B,1178,2151,0
1000,0.02,1,A,154,947,0
1000,0.02,5,A,1028,1093,0
1000,0.02,0,A,1262,2188,0
1000,0.02,0,A,149,852,0
1000,0.02,3,A,539,708,0
1000,0.02,5,B,3724,3770,0
1000,0.02,0,B,922,2422,0
1000,0.02,3,B,8598,8831,0
1000,0.02,5,B,5705,5743,0
1000,0.02,0,B,1036,1750,0
1000,0.02,2,A,295,891,0
1000,0.02,0,B,1281,2234,0
1000,0.02,4,B,3590,3663,0
1000,0.02,1,A,1035,1454,0
1000,0.02,2,B,2169,2398,1
1000,0.02,3,A,2711,2944,1
1000,0.02,0,B,160,1835,0
1000,0.02,4,A,295,435,0
1000,0.02,5,A,1313,1382,0
1000,0.02,3,B,3871,4062,0
1000,0.02,1,B,327,770,1
1000,0.02,2,B,340,803,0
1000,0.02,5,B,16779,16838,1
1000,0.02,2,B,454,671,0
1000,0.02,2,B,934,1300,0
1000,0.02,2,A,99,566,0
1000,0.02,5,B,1819,1856,1
1000,0.02,4,A,1170,1274,0
1000,0.02,1,A,384,812,0
1000,0.02,2,B,1799,2128,1
1000,0.02,0,B,282,985,0
1000,0.02,0,B,419,1727,0
1000,0.02,2,A,442,855,0
1000,0.02,0,B,33,1398,0
1000,0.02,2,B,3882,4390,0
1000,0.02,3,A,4043,4218,0
1000,0.02,5,A,616,655,0
1000,0.02,4,A,4230,4332,0
1000,0.02,0,B,1409,2178,0
1000,0.02,0,B,41,1168,0
1000,0.02,2,B,3487,4030,0
1000,0.02,0,A,793,1459,0
1000,0.02,3,A,406,749,0
1000,0.02,0,B,26,881,0
1000,0.02,0,A,250,1863,0
1000,0.02,2,B,259,823,0
1000,0.02,3,A,3702,3897,0
1000,0.02,5,A,618,643,1
1000,0.02,3,A,2378,2627,0
1000,0.02,4,B,6278,6329,1
1000,0.02,4,A,12712,12792,1
1000,0.02,2,A,814,1068,0
1000,0.02,1,A,938,1362,0
1000,0.02,5,B,5176,5244,0
1000,0.02,0,B,643,2362,0
1000,0.02,4,B,7317,7412,0
1000,0.02,1,B,353,1180,0
1000,0.02,5,A,1278,1336,0
1000,0.02,0,A,130,1855,0
1000,0.02,0,A,244,864,0
1000,0.02,2,A,652,967,1
1000,0.02,0,A,1648,2989,0
1000,0.02,3,A,5753,6188,0
1000,0.02,4,A,7486,7635,1
1000,0.02,0,A,1182,2286,0
1000,0.02,1,A,932,1697,0
1000,0.02,2,B,542,939,1
1000,0.02,3,A,1045,1308,0
1000,0.02,2,B,7645,7851,0
1000,0.02,5,B,30,84,1
1000,0.02,0,A,408,2117,0
1000,0.02,2,B,3483,4071,0
1000,0.02,5,B,3831,3894,1
1000,0.02,5,B,7369,7438,1
1000,0.02,4,A,3551,3634,0
1000,0.02,4,B,1920,2025,0
1000,0.02,4,B,23595,23661,0
1000,0.02,1,A,475,1439,0
1000,0.02,2,A,523,830,0
1000,0.02,2,B,205,448,0
1000,0.02,5,A,15392,15441,1
1000,0.02,3,B,197,354,0
1000,0.02,5,A,1685,1747,1
1000,0.02,5,A,165,212,1
1000,0.02,2,B,5222,5731,0
1000,0.02,2,A,1019,1484,0
1000,0.02,0,B,871,1976,0
1000,0.02,0,B,74,1514,0
1000,0.02,2,B,1449,1894,1
1000,0.02,5,B,32561,32603,1
1000,0.02,5,B,9083,9125,1
1000,0.02,0,B,135,1686,0
1000,0.02,0,B,227,931,0
1000,0.02,5,B,4045,4079,0
1000,0.02,4,A,898,1038,1
1000,0.02,2,B,260,472,0
1000,0.02,0,B,86,1775,0
1000,0.02,0,B,69,1495,0
1000,0.02,0,B,1316,2623,0
1000,0.02,5,B,43606,43646,1
1000,0.02,4,A,67,213,0
1000,0.02,1,A,1039,1595,0
1000,0.02,4,A,931,994,0
1000,0.02,2,A,3002,3449,0
1000,0.02,2,B,2782,3361,0
1000,0.02,2,B,3730,3998,0
1000,0.02,1,A,259,959,0
1000,0.02,0,A,134,926,0
1000,0.02,1,A,447,1225,0
1000,0.02,0,A,306,1197,0
1000,0.02,0,A,80,1407,0
1000,0.02,1,B,1512,2500,0
1000,0.02,2,A,6665,7330,0
1000,0.02,0,B,49,1418,0
1000,0.02,1,B,1212,2143,0
1000,0.02,4,B,1724,1801,0
1000,0.02,1,B,957,1973,0
1000,0.02,0,B,1829,3118,0
1000,0.02,1,A,334,1457,0
1000,0.02,1,A,738,1147,1
1000,0.02,3,B,3439,3593,0
1000,0.02,5,B,1723,1763,1
1000,0.02,4,B,754,816,0
1000,0.02,0,B,224,1920,0
1000,0.02,1,A,171,1190,0
1000,0.02,1,A,1790,2852,0
1000,0.02,2,B,419,888,1
1000,0.02,4,A,23184,23333,0
1000,0.02,0,A,1303,1967,0
1000,0.02,2,B,284,631,0
1000,0.02,5,A,3423,3489,1
1000,0.02,1,B,187,680,0
1000,0.02,3,A,968,1231,0
1000,0.02,1,A,748,1275,0
1000,0.02,1,B,254,874,0
1000,0.02,3,B,7662,7903,1
1000,0.02,5,A,17305,17370,0
1000,0.02,1,A,1002,1546,0
1000,0.02,3,A,396,695,1
1000,0.02,0,A,1068,2628,0
1000,0.02,4,B,10538,10631,1
1000,0.02,4,B,12657,12697,0
1000,0.02,4,A,14835,14962,0
1000,0.02,4,A,2370,2502,0
1000,0.02,4,A,1733,1853,0
1000,0.02,3,B,4148,4446,1
1000,0.02,2,B,3555,3970,0
1000,0.02,2,B,1073,1411,1
1000,0.02,0,B,189,1918,1
1000,0.02,3,B,4622,4755,1
1000,0.02,2,B,2290,2552,0
1000,0.02,4,B,11787,11836,0
1000,0.02,0,B,68,826,0
1000,0.02,1,A,235,1387,0
1000,0.02,2,B,9426,9675,0
1000,0.02,5,B,7189,7252,0
1000,0.02,3,B,1813,1987,1
1000,0.02,4,B,12129,12185,0
1000,0.02,5,A,4348,4374,0
1000,0.02,1,B,1746,2522,0
1000,0.02,5,A,4296,4327,0
1000,0.02,4,A,13592,13713,0
1000,0.02,5,A,23812,23850,1
1000,0.02,5,A,1508,1542,1
1000,0.02,2,A,2131,2413,0
1000,0.02,4,A,1716,1778,0
1000,0.02,0,A,11,840,0
1000,0.02,4,A,343,487,0
1000,0.02,5,A,20982,21032,1
1000,0.02,1,A,206,1035,0
1000,0.02,2,A,946,1244,0
1000,0.02,0,A,10,1216,0
1000,0.02,0,B,854,1899,0
1000,0.02,3,A,4667,4932,0
1000,0.02,4,B,3034,3123,1
1000,0.02,3,B,2757,2960,0
1000,0.02,5,B,14341,14389,0
1000,0.02,0,A,367,991,0
1000,0.02,2,A,522,826,0
1000,0.02,3,A,641,859,0
1000,0.02,4,B,5898,6010,0
1000,0.02,0,B,90,1239,0
1000,0.02,2,A,371,994,1
1000,0.02,2,B,5024,5402,0
1000,0.02,5,B,2349,2409,0
1000,0.02,5,B,26531,26582,1
1000,0.02,5,A,18662,18695,1
1000,0.02,4,B,5842,5913,0
1000,0.02,1,B,2058,2600,0
1000,0.02,4,A,4583,4640,0
1000,0.02,2,A,363,881,0
1000,0.02,2,B,2301,2687,0
1000,0.02,4,A,1540,1615,0
1000,0.02,0,B,651,1886,0
1000,0.02,1,A,272,1214,0
1000,0.02,4,B,6942,7026,0
1000,0.02,1,B,31,767,0
1000,0.02,2,B,2305,2559,0
1000,0.02,3,B,1442,1577,0
1000,0.02,5,A,1731,1800,1
1000,0.02,0,A,38,1072,0
1000,0.02,3,B,10366,10653,0
1000,0.02,2,B,1082,1391,0
1000,0.02,1,B,1484,2160,0
1000,0.02,3,B,2334,2468,0
1000,0.02,1,B,137,923,0
1000,0.02,1,A,75,637,0
1000,0.02,0,A,83,1584,0
1000,0.02,3,A,130,297,1
1000,0.02,1,B,2170,2875,0
1000,0.02,2,B,7135,7414,0
1000,0.02,3,B,2093,2226,0
1000,0.02,5,B,1654,1693,1
1000,0.02,2,B,352,691,0
1000,0.02,3,B,319,537,1
1000,0.02,3,A,2891,3312,0
1000,0.02,5,B,29080,29136,1
1000,0.02,2,B,14310,14820,0
1000,0.02,5,A,46,73,1
1000,0.02,3,B,11057,11307,0
1000,0.02,0,A,260,1743,0
1000,0.02,3,B,274,545,0
1000,0.02,2,A,205,451,0
1000,0.02,1,B,175,977,0
1000,0.02,1,B,18,1042,0
1000,0.02,1,A,16,906,0
1000,0.02,4,B,9039,9143,0
1000,0.02,4,A,1625,1724,0
1000,0.02,2,A,68,687,0
1000,0.02,1,A,2467,3016,0
1000,0.02,0,A,81,984,0
1000,0.02,3,B,1133,1288,1
1000,0.02,3,A,738,980,1
1000,0.02,1,A,813,1553,0
1000,0.02,2,B,3661,4033,0
1000,0.02,1,B,641,1690,0
1000,0.02,1,A,862,1344,0
1000,0.02,0,B,158,1174,0
1000,0.02,4,B,8100,8150,0
1000,0.02,3,B,1898,1998,0
1000,0.02,5,B,4259,4300,0
1000,0.02,2,A,65,484,0
1000,0.02,0,B,138,1539,0
1000,0.02,4,B,919,1034,0
1000,0.02,0,A,818,2046,0
1000,0.02,1,A,154,975,0
1000,0.02,2,A,702,1392,0
1000,0.02,3,B,3711,3952,1
1000,0.02,5,B,1457,1506,1
1000,0.02,0,B,153,950,0
1000,0.02,1,B,1593,2240,1
1000,0.02,5,B,4685,4749,1
1000,0.02,3,B,5080,5248,0
1000,0.02,4,A,3315,3415,0
1000,0.02,4,A,2649,2744,0
1000,0.02,5,B,5652,5721,0
1000,0.02,2,B,439,825,0
1000,0.02,5,B,4492,4530,1
1000,0.02,5,B,13566,13612,0
1000,0.02,0,A,11,1640,0
1000,0.02,2,A,822,1170,0
1000,0.02,2,B,4956,5355,0
1000,0.02,3,B,1213,1342,1
1000,0.02,4,B,5405,5515,0
1000,0.02,2,B,1307,1650,0
1000,0.02,2,A,2766,3466,0
1000,0.02,4,A,2840,2947,0
1000,0.02,1,B,1177,1643,0
1000,0.02,5,A,1673,1737,0
1000,0.02,4,A,397,515,1
1000,0.02,1,B,1748,2137,0
1000,0.02,5,A,103,177,1
1000,0.02,5,B,33174,33209,1
1000,0.02,4,B,6657,6763,0
1000,0.02,5,A,17665,17728,1
1000,0.02,5,B,5752,5822,1
1000,0.02,5,A,13955,13988,0
1000,0.02,5,A,2859,2885,0
1000,0.02,1,A,203,668,0
1000,0.02,2,B,2559,3119,0
1000,0.02,2,A,1307,1690,0
1000,0.02,1,B,599,981,0
1000,0.02,5,A,13993,14020,0
1000,0.02,2,B,185,386,1
1000,0.02,5,A,2080,2114,0
1000,0.02,1,A,1028,2056,0
1000,0.02,5,B,327,353,1
1000,0.02,2,B,687,1002,0
1000,0.02,4,B,1821,1906,1
1000,0.02,4,A,320,434,0
1000,0.02,2,A,4835,5072,0
1000,0.02,4,B,3764,3817,0
1000,0.02,3,B,2742,2858,0
1000,0.02,3,B,6182,6459,0
1000,0.02,4,A,1839,1902,0
1000,0.02,4,A,8499,8616,1
1000,0.02,1,A,1427,2609,0
1000,0.02,1,B,223,1214,0
1000,0.02,0,B,102,1750,0
1000,0.02,5,A,4672,4715,1
1000,0.02,0,B,553,1496,0
1000,0.02,5,B,13417,13488,1
1000,0.02,3,B,626,818,0
1000,0.02,5,B,53,91,1
1000,0.02,4,B,19935,20011,1
1000,0.02,1,B,101,487,0
1000,0.02,5,B,19920,19966,0
1000,0.02,3,B,7144,7380,0
1000,0.02,3,B,2940,3062,0
1000,0.02,5,A,9887,9956,1
